#separator:tab
#html:true
#columns:Front	Back	Tags	Deck
近	ちか.い / キン<br><ruby>近い<rt>ちかい</rt></ruby> near<br><ruby>近く<rt>ちかく</rt></ruby> nearby<br><ruby>最近<rt>さいきん</rt></ruby> recently<br><ruby>近所<rt>きんじょ</rt></ruby> neighborhood	kanji-n4	Japanese::Kanji::N4::Tier2
以	イ<br><ruby>以上<rt>いじょう</rt></ruby> more than/above<br><ruby>以下<rt>いか</rt></ruby> less than/below<br><ruby>以前<rt>いぜん</rt></ruby> before/previously<br><ruby>以外<rt>いがい</rt></ruby> except	kanji-n4	Japanese::Kanji::N4::Tier2
問	と.う / モン<br><ruby>質問<rt>しつもん</rt></ruby> question<br><ruby>問題<rt>もんだい</rt></ruby> problem<br><ruby>訪問<rt>ほうもん</rt></ruby> visit	kanji-n4	Japanese::Kanji::N4::Tier2
正	ただ.しい / セイ、ショウ<br><ruby>正しい<rt>ただしい</rt></ruby> correct<br><ruby>正月<rt>しょうがつ</rt></ruby> New Year<br><ruby>正直<rt>しょうじき</rt></ruby> honest	kanji-n4	Japanese::Kanji::N4::Tier2
真	ま / シン<br><ruby>写真<rt>しゃしん</rt></ruby> photo<br><ruby>真面目<rt>まじめ</rt></ruby> serious<br><ruby>真ん中<rt>まんなか</rt></ruby> middle	kanji-n4	Japanese::Kanji::N4::Tier2
味	あじ / ミ<br><ruby>味<rt>あじ</rt></ruby> taste<br><ruby>趣味<rt>しゅみ</rt></ruby> hobby<br><ruby>意味<rt>いみ</rt></ruby> meaning<br><ruby>味方<rt>みかた</rt></ruby> ally	kanji-n4	Japanese::Kanji::N4::Tier2
界	カイ<br><ruby>世界<rt>せかい</rt></ruby> world<br><ruby>業界<rt>ぎょうかい</rt></ruby> industry	kanji-n4	Japanese::Kanji::N4::Tier2
無	な.い / ム、ブ<br><ruby>無理<rt>むり</rt></ruby> impossible<br><ruby>無駄<rt>むだ</rt></ruby> useless<br><ruby>無料<rt>むりょう</rt></ruby> free of charge<br><ruby>無事<rt>ぶじ</rt></ruby> safe and sound	kanji-n4	Japanese::Kanji::N4::Tier2
少	すく.ない、すこ.し / ショウ<br><ruby>少ない<rt>すくない</rt></ruby> a little<br><ruby>少し<rt>すこし</rt></ruby> a little bit<br><ruby>少年<rt>しょうねん</rt></ruby> boy (youth)<br><ruby>多少<rt>たしょう</rt></ruby> somewhat	kanji-n4	Japanese::Kanji::N4::Tier2
海	うみ / カイ<br><ruby>海<rt>うみ</rt></ruby> sea<br><ruby>海外<rt>かいがい</rt></ruby> overseas<br><ruby>海岸<rt>かいがん</rt></ruby> coast	kanji-n4	Japanese::Kanji::N4::Tier2
切	き.る / セツ、サイ<br><ruby>切ります<rt>きります</rt></ruby> to cut<br><ruby>大切<rt>たいせつ</rt></ruby> important<br><ruby>切符<rt>きっぷ</rt></ruby> ticket<br><ruby>親切<rt>しんせつ</rt></ruby> kind	kanji-n4	Japanese::Kanji::N4::Tier2
重	おも.い、かさ.ねる / ジュウ、チョウ<br><ruby>重い<rt>おもい</rt></ruby> heavy<br><ruby>重要<rt>じゅうよう</rt></ruby> important<br><ruby>体重<rt>たいじゅう</rt></ruby> body weight	kanji-n4	Japanese::Kanji::N4::Tier2
集	あつ.まる、あつ.める / シュウ<br><ruby>集めます<rt>あつめます</rt></ruby> to collect<br><ruby>集まります<rt>あつまります</rt></ruby> to gather<br><ruby>集合<rt>しゅうごう</rt></ruby> assembly (meeting point)	kanji-n4	Japanese::Kanji::N4::Tier2
員	イン<br><ruby>社員<rt>しゃいん</rt></ruby> company employee<br><ruby>店員<rt>てんいん</rt></ruby> store clerk<br><ruby>会社員<rt>かいしゃいん</rt></ruby> office worker	kanji-n4	Japanese::Kanji::N4::Tier2
公	おおやけ / コウ<br><ruby>公園<rt>こうえん</rt></ruby> park<br><ruby>公務員<rt>こうむいん</rt></ruby> civil servant	kanji-n4	Japanese::Kanji::N4::Tier2
画	ガ、カク<br><ruby>映画<rt>えいが</rt></ruby> movie<br><ruby>計画<rt>けいかく</rt></ruby> plan<br><ruby>漫画<rt>まんが</rt></ruby> comic/manga	kanji-n4	Japanese::Kanji::N4::Tier2
死	し.ぬ / シ<br><ruby>死にます<rt>しにます</rt></ruby> to die<br><ruby>死ぬ<rt>しぬ</rt></ruby> to die (dictionary form)	kanji-n4	Japanese::Kanji::N4::Tier2
安	やす.い / アン<br><ruby>安い<rt>やすい</rt></ruby> cheap<br><ruby>安全<rt>あんぜん</rt></ruby> safe<br><ruby>安心<rt>あんしん</rt></ruby> relief<br><ruby>不安<rt>ふあん</rt></ruby> anxiety	kanji-n4	Japanese::Kanji::N4::Tier2
親	おや、した.しい / シン<br><ruby>親<rt>おや</rt></ruby> parent<br><ruby>両親<rt>りょうしん</rt></ruby> parents<br><ruby>親切<rt>しんせつ</rt></ruby> kind<br><ruby>親友<rt>しんゆう</rt></ruby> close friend	kanji-n4	Japanese::Kanji::N4::Tier2
強	つよ.い / キョウ、ゴウ<br><ruby>強い<rt>つよい</rt></ruby> strong<br><ruby>勉強<rt>べんきょう</rt></ruby> study	kanji-n4	Japanese::Kanji::N4::Tier2
使	つか.う / シ<br><ruby>使います<rt>つかいます</rt></ruby> to use<br><ruby>大使館<rt>たいしかん</rt></ruby> embassy<br><ruby>使用<rt>しよう</rt></ruby> usage	kanji-n4	Japanese::Kanji::N4::Tier2
朝	あさ / チョウ<br><ruby>朝<rt>あさ</rt></ruby> morning<br><ruby>朝ごはん<rt>あさごはん</rt></ruby> breakfast<br><ruby>今朝<rt>けさ</rt></ruby> this morning<br><ruby>毎朝<rt>まいあさ</rt></ruby> every morning	kanji-n4	Japanese::Kanji::N4::Tier2
題	ダイ<br><ruby>宿題<rt>しゅくだい</rt></ruby> homework<br><ruby>問題<rt>もんだい</rt></ruby> problem<br><ruby>話題<rt>わだい</rt></ruby> topic<br><ruby>題名<rt>だいめい</rt></ruby> title	kanji-n4	Japanese::Kanji::N4::Tier2
仕	つか.える / シ<br><ruby>仕事<rt>しごと</rt></ruby> job/work<br><ruby>仕方<rt>しかた</rt></ruby> way of doing	kanji-n4	Japanese::Kanji::N4::Tier2
京	キョウ、ケイ<br><ruby>東京<rt>とうきょう</rt></ruby> Tokyo<br><ruby>京都<rt>きょうと</rt></ruby> Kyoto	kanji-n4	Japanese::Kanji::N4::Tier2
足	あし、た.りる / ソク<br><ruby>足<rt>あし</rt></ruby> foot/leg<br><ruby>足ります<rt>たります</rt></ruby> to be enough<br><ruby>満足<rt>まんぞく</rt></ruby> satisfaction<br><ruby>遠足<rt>えんそく</rt></ruby> school trip/excursion	kanji-n4	Japanese::Kanji::N4::Tier2
品	しな / ヒン<br><ruby>品物<rt>しなもの</rt></ruby> goods<br><ruby>商品<rt>しょうひん</rt></ruby> product<br><ruby>作品<rt>さくひん</rt></ruby> work (of art)<br><ruby>食品<rt>しょくひん</rt></ruby> food product	kanji-n4	Japanese::Kanji::N4::Tier2
着	き.る、つ.く / チャク、ジャク<br><ruby>着きます<rt>つきます</rt></ruby> to arrive<br><ruby>着ます<rt>きます</rt></ruby> to wear	kanji-n4	Japanese::Kanji::N4::Tier2
別	わか.れる / ベツ<br><ruby>特別<rt>とくべつ</rt></ruby> special<br><ruby>別れます<rt>わかれます</rt></ruby> to part/break up<br><ruby>別に<rt>べつに</rt></ruby> not particularly	kanji-n4	Japanese::Kanji::N4::Tier2
音	おと、ね / オン、イン<br><ruby>音<rt>おと</rt></ruby> sound<br><ruby>音楽<rt>おんがく</rt></ruby> music<br><ruby>発音<rt>はつおん</rt></ruby> pronunciation	kanji-n4	Japanese::Kanji::N4::Tier2
元	もと / ゲン、ガン<br><ruby>元気<rt>げんき</rt></ruby> energetic<br><ruby>元<rt>もと</rt></ruby> origin/former<br><ruby>地元<rt>じもと</rt></ruby> local area	kanji-n4	Japanese::Kanji::N4::Tier2
特	トク<br><ruby>特別<rt>とくべつ</rt></ruby> special<br><ruby>特に<rt>とくに</rt></ruby> especially	kanji-n4	Japanese::Kanji::N4::Tier2
風	かぜ / フウ、フ<br><ruby>風<rt>かぜ</rt></ruby> wind<br><ruby>風邪<rt>かぜ</rt></ruby> a cold (illness)<br><ruby>台風<rt>たいふう</rt></ruby> typhoon<br><ruby>風呂<rt>ふろ</rt></ruby> bath	kanji-n4	Japanese::Kanji::N4::Tier2
夜	よる、よ / ヤ<br><ruby>夜<rt>よる</rt></ruby> night<br><ruby>今夜<rt>こんや</rt></ruby> tonight<br><ruby>夜中<rt>よなか</rt></ruby> midnight	kanji-n4	Japanese::Kanji::N4::Tier2
空	そら、あ.く、から / クウ<br><ruby>空<rt>そら</rt></ruby> sky<br><ruby>空港<rt>くうこう</rt></ruby> airport<br><ruby>空気<rt>くうき</rt></ruby> air	kanji-n4	Japanese::Kanji::N4::Tier2
有	あ.る / ユウ、ウ<br><ruby>有名<rt>ゆうめい</rt></ruby> famous<br><ruby>あります<rt>あります</rt></ruby> to exist/have (things)<br><ruby>有料<rt>ゆうりょう</rt></ruby> paid/fee-charging	kanji-n4	Japanese::Kanji::N4::Tier2
起	お.きる、お.こす / キ<br><ruby>起きます<rt>おきます</rt></ruby> to wake up<br><ruby>起こる<rt>おこる</rt></ruby> to happen/occur<br><ruby>早起き<rt>はやおき</rt></ruby> early rising	kanji-n4	Japanese::Kanji::N4::Tier2
運	はこ.ぶ / ウン<br><ruby>運転します<rt>うんてんします</rt></ruby> to drive<br><ruby>運動<rt>うんどう</rt></ruby> exercise<br><ruby>運<rt>うん</rt></ruby> luck<br><ruby>運ぶ<rt>はこぶ</rt></ruby> to carry	kanji-n4	Japanese::Kanji::N4::Tier3
料	リョウ<br><ruby>料理<rt>りょうり</rt></ruby> cooking<br><ruby>料金<rt>りょうきん</rt></ruby> fee<br><ruby>材料<rt>ざいりょう</rt></ruby> ingredients<br><ruby>無料<rt>むりょう</rt></ruby> free of charge	kanji-n4	Japanese::Kanji::N4::Tier3
楽	たの.しい / ガク、ラク<br><ruby>楽しい<rt>たのしい</rt></ruby> fun<br><ruby>音楽<rt>おんがく</rt></ruby> music<br><ruby>楽<rt>らく</rt></ruby> comfortable/easy	kanji-n4	Japanese::Kanji::N4::Tier3
色	いろ / シキ、ショク<br><ruby>色<rt>いろ</rt></ruby> color<br><ruby>色々<rt>いろいろ</rt></ruby> various<br><ruby>景色<rt>けしき</rt></ruby> scenery	kanji-n4	Japanese::Kanji::N4::Tier3
帰	かえ.る / キ<br><ruby>帰ります<rt>かえります</rt></ruby> to go back<br><ruby>帰国<rt>きこく</rt></ruby> returning to one's home country	kanji-n4	Japanese::Kanji::N4::Tier3
歩	ある.く、あゆ.む / ホ、ブ<br><ruby>歩きます<rt>あるきます</rt></ruby> to walk<br><ruby>散歩<rt>さんぽ</rt></ruby> walk/stroll	kanji-n4	Japanese::Kanji::N4::Tier3
悪	わる.い / アク、オ<br><ruby>悪い<rt>わるい</rt></ruby> bad<br><ruby>気分が悪い<rt>きぶんがわるい</rt></ruby> feel bad	kanji-n4	Japanese::Kanji::N4::Tier3
広	ひろ.い / コウ<br><ruby>広い<rt>ひろい</rt></ruby> wide<br><ruby>広場<rt>ひろば</rt></ruby> plaza/open square	kanji-n4	Japanese::Kanji::N4::Tier3
店	みせ / テン<br><ruby>店<rt>みせ</rt></ruby> shop<br><ruby>店員<rt>てんいん</rt></ruby> store clerk<br><ruby>喫茶店<rt>きっさてん</rt></ruby> cafe<br><ruby>百貨店<rt>ひゃっかてん</rt></ruby> department store	kanji-n4	Japanese::Kanji::N4::Tier3
町	まち / チョウ<br><ruby>町<rt>まち</rt></ruby> town	kanji-n4	Japanese::Kanji::N4::Tier3
住	す.む / ジュウ<br><ruby>住みます<rt>すみます</rt></ruby> to live<br><ruby>住所<rt>じゅうしょ</rt></ruby> address	kanji-n4	Japanese::Kanji::N4::Tier3
売	う.る / バイ<br><ruby>売ります<rt>うります</rt></ruby> to sell<br><ruby>販売<rt>はんばい</rt></ruby> sales<br><ruby>売り場<rt>うりば</rt></ruby> sales floor/counter	kanji-n4	Japanese::Kanji::N4::Tier3
待	ま.つ / タイ<br><ruby>待ちます<rt>まちます</rt></ruby> to wait<br><ruby>期待<rt>きたい</rt></ruby> expectation	kanji-n4	Japanese::Kanji::N4::Tier3
古	ふる.い / コ<br><ruby>古い<rt>ふるい</rt></ruby> old<br><ruby>中古<rt>ちゅうこ</rt></ruby> secondhand	kanji-n4	Japanese::Kanji::N4::Tier3
始	はじ.める、はじ.まる / シ<br><ruby>始めます<rt>はじめます</rt></ruby> to start<br><ruby>始まります<rt>はじまります</rt></ruby> to begin (itself)<br><ruby>始め<rt>はじめ</rt></ruby> beginning	kanji-n4	Japanese::Kanji::N4::Tier3
終	お.わる / シュウ<br><ruby>終わります<rt>おわります</rt></ruby> to finish<br><ruby>最終<rt>さいしゅう</rt></ruby> final/last	kanji-n4	Japanese::Kanji::N4::Tier3
計	はか.る / ケイ<br><ruby>時計<rt>とけい</rt></ruby> clock/watch<br><ruby>計画<rt>けいかく</rt></ruby> plan<br><ruby>会計<rt>かいけい</rt></ruby> bill/accounting	kanji-n4	Japanese::Kanji::N4::Tier3
院	イン<br><ruby>病院<rt>びょういん</rt></ruby> hospital<br><ruby>美容院<rt>びよういん</rt></ruby> hair salon<br><ruby>大学院<rt>だいがくいん</rt></ruby> graduate school	kanji-n4	Japanese::Kanji::N4::Tier3
送	おく.る / ソウ<br><ruby>送ります<rt>おくります</rt></ruby> to send	kanji-n4	Japanese::Kanji::N4::Tier3
族	ゾク<br><ruby>家族<rt>かぞく</rt></ruby> family	kanji-n4	Japanese::Kanji::N4::Tier3
映	うつ.る、は.える / エイ<br><ruby>映画<rt>えいが</rt></ruby> movie<br><ruby>映る<rt>うつる</rt></ruby> to be reflected	kanji-n4	Japanese::Kanji::N4::Tier3
買	か.う / バイ<br><ruby>買います<rt>かいます</rt></ruby> to buy<br><ruby>買い物<rt>かいもの</rt></ruby> shopping	kanji-n4	Japanese::Kanji::N4::Tier3
病	や.む、やまい / ビョウ、ヘイ<br><ruby>病気<rt>びょうき</rt></ruby> sickness<br><ruby>病院<rt>びょういん</rt></ruby> hospital	kanji-n4	Japanese::Kanji::N4::Tier3
早	はや.い / ソウ、サッ<br><ruby>早い<rt>はやい</rt></ruby> fast/early<br><ruby>早く<rt>はやく</rt></ruby> quickly/early<br><ruby>早起き<rt>はやおき</rt></ruby> early rising	kanji-n4	Japanese::Kanji::N4::Tier3
質	シツ、シチ<br><ruby>質問<rt>しつもん</rt></ruby> question<br><ruby>品質<rt>ひんしつ</rt></ruby> quality	kanji-n4	Japanese::Kanji::N4::Tier3
台	ダイ、タイ<br><ruby>台所<rt>だいどころ</rt></ruby> kitchen<br><ruby>台風<rt>たいふう</rt></ruby> typhoon<br><ruby>一台<rt>いちだい</rt></ruby> one (counter for machines)	kanji-n4	Japanese::Kanji::N4::Tier3
室	むろ / シツ<br><ruby>教室<rt>きょうしつ</rt></ruby> classroom<br><ruby>研究室<rt>けんきゅうしつ</rt></ruby> research lab<br><ruby>図書室<rt>としょしつ</rt></ruby> library room	kanji-n4	Japanese::Kanji::N4::Tier3
可	カ<br><ruby>可能<rt>かのう</rt></ruby> possible	kanji-n4	Japanese::Kanji::N4::Tier3
建	た.てる / ケン、コン<br><ruby>建物<rt>たてもの</rt></ruby> building<br><ruby>建てます<rt>たてます</rt></ruby> to build	kanji-n4	Japanese::Kanji::N4::Tier3
転	ころ.がる、ころ.ぶ / テン<br><ruby>運転します<rt>うんてんします</rt></ruby> to drive<br><ruby>自転車<rt>じてんしゃ</rt></ruby> bicycle<br><ruby>転校<rt>てんこう</rt></ruby> transferring school	kanji-n4	Japanese::Kanji::N4::Tier3
医	イ<br><ruby>医者<rt>いしゃ</rt></ruby> doctor<br><ruby>医学<rt>いがく</rt></ruby> medical science	kanji-n4	Japanese::Kanji::N4::Tier3
止	と.まる、と.める / シ<br><ruby>止めます<rt>とめます</rt></ruby> to stop (something)<br><ruby>止まります<rt>とまります</rt></ruby> to stop (itself)<br><ruby>中止<rt>ちゅうし</rt></ruby> cancellation	kanji-n4	Japanese::Kanji::N4::Tier3
字	あざ / ジ<br><ruby>漢字<rt>かんじ</rt></ruby> kanji<br><ruby>字<rt>じ</rt></ruby> character/letter<br><ruby>数字<rt>すうじ</rt></ruby> number/numeral	kanji-n4	Japanese::Kanji::N4::Tier3
工	コウ、ク<br><ruby>工場<rt>こうじょう</rt></ruby> factory<br><ruby>大工<rt>だいく</rt></ruby> carpenter	kanji-n4	Japanese::Kanji::N4::Tier3
急	いそ.ぐ / キュウ<br><ruby>急ぎます<rt>いそぎます</rt></ruby> to hurry<br><ruby>急に<rt>きゅうに</rt></ruby> suddenly<br><ruby>特急<rt>とっきゅう</rt></ruby> express (train)	kanji-n4	Japanese::Kanji::N4::Tier3
図	はか.る / ズ、ト<br><ruby>地図<rt>ちず</rt></ruby> map<br><ruby>図書館<rt>としょかん</rt></ruby> library	kanji-n4	Japanese::Kanji::N4::Tier3
黒	くろ、くろ.い / コク<br><ruby>黒い<rt>くろい</rt></ruby> black<br><ruby>黒板<rt>こくばん</rt></ruby> blackboard	kanji-n4	Japanese::Kanji::N4::Tier3
花	はな / カ<br><ruby>花<rt>はな</rt></ruby> flower<br><ruby>花見<rt>はなみ</rt></ruby> flower viewing<br><ruby>花火<rt>はなび</rt></ruby> fireworks	kanji-n4	Japanese::Kanji::N4::Tier3
英	エイ<br><ruby>英語<rt>えいご</rt></ruby> English language	kanji-n4	Japanese::Kanji::N4::Tier3
走	はし.る / ソウ<br><ruby>走ります<rt>はしります</rt></ruby> to run	kanji-n4	Japanese::Kanji::N4::Tier3
青	あお、あお.い / セイ、ショウ<br><ruby>青い<rt>あおい</rt></ruby> blue	kanji-n4	Japanese::Kanji::N4::Tier3
答	こた.える / トウ<br><ruby>答え<rt>こたえ</rt></ruby> answer<br><ruby>答えます<rt>こたえます</rt></ruby> to answer	kanji-n4	Japanese::Kanji::N4::Tier3
紙	かみ / シ<br><ruby>紙<rt>かみ</rt></ruby> paper<br><ruby>手紙<rt>てがみ</rt></ruby> letter	kanji-n4	Japanese::Kanji::N4::Tier4
歌	うた、うた.う / カ<br><ruby>歌<rt>うた</rt></ruby> song<br><ruby>歌います<rt>うたいます</rt></ruby> to sing	kanji-n4	Japanese::Kanji::N4::Tier4
注	そそ.ぐ / チュウ<br><ruby>注意<rt>ちゅうい</rt></ruby> caution<br><ruby>注文<rt>ちゅうもん</rt></ruby> order (request)	kanji-n4	Japanese::Kanji::N4::Tier4
赤	あか、あか.い / セキ、シャク<br><ruby>赤い<rt>あかい</rt></ruby> red<br><ruby>赤ちゃん<rt>あかちゃん</rt></ruby> baby	kanji-n4	Japanese::Kanji::N4::Tier4
春	はる / シュン<br><ruby>春<rt>はる</rt></ruby> spring (season)	kanji-n4	Japanese::Kanji::N4::Tier4
館	やかた / カン<br><ruby>図書館<rt>としょかん</rt></ruby> library<br><ruby>大使館<rt>たいしかん</rt></ruby> embassy<br><ruby>美術館<rt>びじゅつかん</rt></ruby> art museum	kanji-n4	Japanese::Kanji::N4::Tier4
旅	たび / リョ<br><ruby>旅行<rt>りょこう</rt></ruby> travel	kanji-n4	Japanese::Kanji::N4::Tier4
験	ケン、ゲン<br><ruby>試験<rt>しけん</rt></ruby> exam<br><ruby>経験<rt>けいけん</rt></ruby> experience	kanji-n4	Japanese::Kanji::N4::Tier4
写	うつ.す / シャ<br><ruby>写真<rt>しゃしん</rt></ruby> photo	kanji-n4	Japanese::Kanji::N4::Tier4
去	さ.る / キョ、コ<br><ruby>去年<rt>きょねん</rt></ruby> last year	kanji-n4	Japanese::Kanji::N4::Tier4
研	と.ぐ / ケン<br><ruby>研究します<rt>けんきゅうします</rt></ruby> to research<br><ruby>研究室<rt>けんきゅうしつ</rt></ruby> research lab	kanji-n4	Japanese::Kanji::N4::Tier4
飲	の.む / イン<br><ruby>飲みます<rt>のみます</rt></ruby> to drink<br><ruby>飲み物<rt>のみもの</rt></ruby> drink	kanji-n4	Japanese::Kanji::N4::Tier4
肉	ニク<br><ruby>肉<rt>にく</rt></ruby> meat<br><ruby>肉屋<rt>にくや</rt></ruby> butcher	kanji-n4	Japanese::Kanji::N4::Tier4
服	フク<br><ruby>服<rt>ふく</rt></ruby> clothes<br><ruby>洋服<rt>ようふく</rt></ruby> (Western-style) clothes<br><ruby>服屋<rt>ふくや</rt></ruby> clothing store	kanji-n4	Japanese::Kanji::N4::Tier4
銀	ギン<br><ruby>銀行<rt>ぎんこう</rt></ruby> bank	kanji-n4	Japanese::Kanji::N4::Tier4
茶	チャ、サ<br><ruby>お茶<rt>おちゃ</rt></ruby> tea<br><ruby>紅茶<rt>こうちゃ</rt></ruby> black tea<br><ruby>喫茶店<rt>きっさてん</rt></ruby> cafe	kanji-n4	Japanese::Kanji::N4::Tier4
究	きわ.める / キュウ<br><ruby>研究<rt>けんきゅう</rt></ruby> research	kanji-n4	Japanese::Kanji::N4::Tier4
洋	ヨウ<br><ruby>洋服<rt>ようふく</rt></ruby> Western clothes<br><ruby>西洋<rt>せいよう</rt></ruby> the West	kanji-n4	Japanese::Kanji::N4::Tier4
兄	あに / キョウ、ケイ<br><ruby>お兄さん<rt>おにいさん</rt></ruby> older brother	kanji-n4	Japanese::Kanji::N4::Tier4
秋	あき / シュウ<br><ruby>秋<rt>あき</rt></ruby> autumn (season)	kanji-n4	Japanese::Kanji::N4::Tier4
堂	ドウ<br><ruby>食堂<rt>しょくどう</rt></ruby> dining hall/cafeteria	kanji-n4	Japanese::Kanji::N4::Tier4
週	シュウ<br><ruby>今週<rt>こんしゅう</rt></ruby> this week<br><ruby>来週<rt>らいしゅう</rt></ruby> next week<br><ruby>先週<rt>せんしゅう</rt></ruby> last week<br><ruby>週末<rt>しゅうまつ</rt></ruby> weekend	kanji-n4	Japanese::Kanji::N4::Tier4
習	なら.う / シュウ<br><ruby>習います<rt>ならいます</rt></ruby> to learn<br><ruby>練習します<rt>れんしゅうします</rt></ruby> to practice	kanji-n4	Japanese::Kanji::N4::Tier4
試	こころ.みる、ため.す / シ<br><ruby>試験<rt>しけん</rt></ruby> exam<br><ruby>試します<rt>ためします</rt></ruby> to try (something)	kanji-n4	Japanese::Kanji::N4::Tier4
夏	なつ / カ、ゲ<br><ruby>夏<rt>なつ</rt></ruby> summer<br><ruby>夏休み<rt>なつやすみ</rt></ruby> summer vacation	kanji-n4	Japanese::Kanji::N4::Tier4
弟	おとうと / テイ、ダイ<br><ruby>弟<rt>おとうと</rt></ruby> younger brother	kanji-n4	Japanese::Kanji::N4::Tier4
鳥	とり / チョウ<br><ruby>鳥<rt>とり</rt></ruby> bird<br><ruby>焼き鳥<rt>やきとり</rt></ruby> grilled chicken skewers	kanji-n4	Japanese::Kanji::N4::Tier4
犬	いぬ / ケン<br><ruby>犬<rt>いぬ</rt></ruby> dog	kanji-n4	Japanese::Kanji::N4::Tier4
夕	ゆう / セキ<br><ruby>夕方<rt>ゆうがた</rt></ruby> evening<br><ruby>夕飯<rt>ゆうはん</rt></ruby> dinner	kanji-n4	Japanese::Kanji::N4::Tier4
魚	さかな、うお / ギョ<br><ruby>魚<rt>さかな</rt></ruby> fish<br><ruby>魚屋<rt>さかなや</rt></ruby> fish shop	kanji-n4	Japanese::Kanji::N4::Tier4
借	か.りる / シャク<br><ruby>借ります<rt>かります</rt></ruby> to borrow	kanji-n4	Japanese::Kanji::N4::Tier4
飯	めし / ハン<br><ruby>ご飯<rt>ごはん</rt></ruby> rice/meal<br><ruby>朝ご飯<rt>あさごはん</rt></ruby> breakfast<br><ruby>夕飯<rt>ゆうはん</rt></ruby> dinner	kanji-n4	Japanese::Kanji::N4::Tier4
駅	エキ<br><ruby>駅<rt>えき</rt></ruby> (train) station	kanji-n4	Japanese::Kanji::N4::Tier4
昼	ひる / チュウ<br><ruby>昼<rt>ひる</rt></ruby> noon/daytime<br><ruby>昼ご飯<rt>ひるごはん</rt></ruby> lunch<br><ruby>昼休み<rt>ひるやすみ</rt></ruby> lunch break	kanji-n4	Japanese::Kanji::N4::Tier4
冬	ふゆ / トウ<br><ruby>冬<rt>ふゆ</rt></ruby> winter	kanji-n4	Japanese::Kanji::N4::Tier4
姉	あね / シ<br><ruby>姉<rt>あね</rt></ruby> older sister	kanji-n4	Japanese::Kanji::N4::Tier4
曜	ヨウ<br><ruby>曜日<rt>ようび</rt></ruby> day of the week<br><ruby>何曜日<rt>なんようび</rt></ruby> what day of the week	kanji-n4	Japanese::Kanji::N4::Tier4
漢	カン<br><ruby>漢字<rt>かんじ</rt></ruby> kanji (Chinese character)	kanji-n4	Japanese::Kanji::N4::Tier4
牛	うし / ギュウ<br><ruby>牛肉<rt>ぎゅうにく</rt></ruby> beef<br><ruby>牛乳<rt>ぎゅうにゅう</rt></ruby> milk	kanji-n4	Japanese::Kanji::N4::Tier4
妹	いもうと / マイ<br><ruby>妹<rt>いもうと</rt></ruby> younger sister	kanji-n4	Japanese::Kanji::N4::Tier4
貸	か.す / タイ<br><ruby>貸します<rt>かします</rt></ruby> to lend	kanji-n4	Japanese::Kanji::N4::Tier4
勉	ベン<br><ruby>勉強します<rt>べんきょうします</rt></ruby> to study	kanji-n4	Japanese::Kanji::N4::Tier4
<ruby>私<rt>わたし</rt></ruby>	I	vocab-family	Japanese::Vocabulary::Family
あなた	You	vocab-family	Japanese::Vocabulary::Family
<ruby>彼<rt>かれ</rt></ruby>	He	vocab-family	Japanese::Vocabulary::Family
<ruby>彼女<rt>かのじょ</rt></ruby>	She	vocab-family	Japanese::Vocabulary::Family
<ruby>人<rt>ひと</rt></ruby>	Person	vocab-family	Japanese::Vocabulary::Family
<ruby>あの人(方)<rt>あのひと(かた)</rt></ruby>	That person over there	vocab-family	Japanese::Vocabulary::Family
<ruby>この人(方)<rt>このひと(かた)</rt></ruby>	This person	vocab-family	Japanese::Vocabulary::Family
<ruby>その人(方)<rt>そのひと(かた)</rt></ruby>	That person	vocab-family	Japanese::Vocabulary::Family
<ruby>大人<rt>おとな</rt></ruby>	Adult	vocab-family	Japanese::Vocabulary::Family
<ruby>男の人(方)<rt>おとこのひと(かた)</rt></ruby>	Man (Gentleman)	vocab-family	Japanese::Vocabulary::Family
<ruby>女の人(方)<rt>おんなのひと(かた)</rt></ruby>	Woman (Lady)	vocab-family	Japanese::Vocabulary::Family
<ruby>子供<rt>こども</rt></ruby>	Child	vocab-family	Japanese::Vocabulary::Family
<ruby>男の子<rt>おとこのこ</rt></ruby>	Boy	vocab-family	Japanese::Vocabulary::Family
<ruby>女の子<rt>おんなのこ</rt></ruby>	Girl	vocab-family	Japanese::Vocabulary::Family
<ruby>家族<rt>かぞく</rt></ruby>	Family	vocab-family	Japanese::Vocabulary::Family
<ruby>父<rt>ちち</rt></ruby>	My father	vocab-family	Japanese::Vocabulary::Family
<ruby>お父さん<rt>おとうさん</rt></ruby>	Other's father	vocab-family	Japanese::Vocabulary::Family
<ruby>母<rt>はは</rt></ruby>	My mother	vocab-family	Japanese::Vocabulary::Family
<ruby>お母さん<rt>おかあさん</rt></ruby>	Other's mother	vocab-family	Japanese::Vocabulary::Family
<ruby>兄<rt>あに</rt></ruby>	My older brother	vocab-family	Japanese::Vocabulary::Family
<ruby>お兄さん<rt>おにいさん</rt></ruby>	Other's older brother	vocab-family	Japanese::Vocabulary::Family
<ruby>姉<rt>あね</rt></ruby>	My older sister	vocab-family	Japanese::Vocabulary::Family
<ruby>お姉さん<rt>おねえさん</rt></ruby>	Other's older sister	vocab-family	Japanese::Vocabulary::Family
<ruby>弟<rt>おとうと</rt></ruby>	My younger brother	vocab-family	Japanese::Vocabulary::Family
<ruby>弟さん<rt>おとうとさん</rt></ruby>	Other's younger brother	vocab-family	Japanese::Vocabulary::Family
